IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
13522,13873,11,5,,Others,Automobile,L,Data Analyst,Grad,Arts,Ahmedabad,2009,Arts,Ahmedabad,2009,,,,Delhi,Jaipur,2022610,N,C,3,1,1,0,2326001
13523,15508,16,11,,CEO,IT,F,Sr.Manager,PG,Botony,Surat,1996,Others,Surat,1998,Zoology,Ahmedabad,2004,Surat,Kanpur,3419608,N,D,6,3,1,0,4089851
13524,31954,16,6,Others,Business Analyst,Retail,F,Data Analyst,Under Grad,,,,,,,,,,Pune,Lucknow,2697372,N,B,6,2,0,0,3371715
13525,22254,13,10,IT-Software,Sales Manager,Telecom,L,Assistant Manager,PG,Mathematics,Pune,1998,Mathematics,Pune,2000,Mathematics,Bhubaneswar,2007,Pune,Surat,2114493,N,C,3,5,1,0,2528933
13526,10195,20,2,Others,Consultant,IT,N,Data Analyst,Doctorate,Economics,Nagpur,1994,Economics,Nagpur,1996,Others,Ahmedabad,2000,Chennai,Lucknow,2707051,Y,B,2,4,0,0,3789871
13527,45264,11,9,Banking,Head,Training,N,,PG,Botony,Surat,2009,,,,,,,Kolkata,Kolkata,1868174,N,B,3,1,0,1,2428626
13528,22690,9,0,Sales,Senior Researcher,FMCG,M,Product Manager,Grad,Psychology,Guwahati,2003,Psychology,Guwahati,2005,Psychology,Mumbai,2011,Pune,Surat,1086146,Y,Key_Performer,1,4,0,0,1390266
13529,13406,12,11,Healthcare,Head,Aviation,M,Assistant Manager,PG,Statistics,Bhubaneswar,2000,Statistics,Bhubaneswar,2002,Statistics,Pune,2008,Mumbai,Guwahati,2383554,Y,Key_Performer,6,6,0,0,3146291
13530,28685,22,20,HR,Team Lead,BFSI,E,Consultant,Under Grad,,,,,,,,,,Lucknow,Mangalore,1579317,Y,C,2,3,1,0,1888863
13531,12316,7,5,Engineering,Others,BFSI,A,Assistant Manager,Doctorate,Others,Surat,2005,Sociology,Surat,2007,Zoology,Pune,2013,Mangalore,Pune,2146742,Y,C,6,6,0,0,2765003
13532,48354,18,17,Healthcare,Bio statistician,Automobile,E,Research Analyst,PG,Others,Bhubaneswar,1996,Engineering,Bhubaneswar,1998,Botony,Kolkata,2002,Nagpur,Nagpur,3025670,Y,A,3,5,0,0,3993884
13533,15581,10,7,HR,Project Manager,Automobile,L,Web Designer,Doctorate,Chemistry,Mumbai,2010,Chemistry,Mumbai,2010,,,,Lucknow,Kanpur,2168189,N,B,6,2,0,0,2927055
13534,57466,24,4,Healthcare,Project Manager,Training,K,Network Engineer,Under Grad,,,,,,,,,,Kanpur,Pune,2680809,N,D,6,2,0,0,3082930
13535,16079,23,23,Engineering,Business Analyst,Aviation,H,Sr.Manager,Doctorate,Economics,Delhi,1989,Economics,Delhi,1991,Economics,Guwahati,1997,Guwahati,Pune,2336949,N,A,6,6,0,0,3154881
13536,25364,8,0,Healthcare,Researcher,IT,A,Product Manager,PG,Psychology,Jaipur,2012,,,,,,,Ahmedabad,Jaipur,942067,N,B,6,1,1,0,1224687
13537,49812,22,10,IT-Software,Team Lead,BFSI,H,Director,Doctorate,Chemistry,Ahmedabad,1991,Chemistry,Ahmedabad,1993,Chemistry,Surat,1998,Delhi,Pune,3568935,Y,D,5,6,0,0,4596788
13538,53340,1,1,Education,Bio statistician,Others,A,Data Analyst,Grad,Engineering,Pune,2013,Engineering,Pune,2015,Engineering,Lucknow,2019,Chennai,Bhubaneswar,640775,N,B,3,5,2,0,800968
13539,11437,14,6,Banking,Senior Researcher,Analytics,J,Others,PG,Botony,Surat,1998,Botony,Surat,2000,Botony,Mumbai,2006,Ahmedabad,Nagpur,2338357,Y,Key_Performer,3,3,0,0,3086631
13540,46841,22,1,Sales,Sales Execituve,Telecom,G,Director,Under Grad,,,,,,,,,,Jaipur,Mumbai,2360094,N,D,2,1,3,0,2714108
13541,10284,17,0,,Others,Telecom,L,Medical Officer,Under Grad,,,,,,,,,,Delhi,Chennai,2782652,Y,Key_Performer,4,8,3,0,3617447
13542,58386,25,14,Healthcare,Head,Training,M,HR,Under Grad,,,,,,,,,,Pune,Delhi,1709290,N,C,6,4,3,0,1965683
13543,54970,0,0,NA,NA,NA,NA,NA,Grad,Psychology,Surat,2020,Psychology,Surat,2021,,,,Ahmedabad,Kanpur,0,N,NA,0,0,0,0,398123
13544,19038,16,4,Others,Others,IT,M,Data Analyst,Grad,Arts,Surat,2004,Arts,Surat,2019,,,,Chennai,Nagpur,2774576,N,C,4,2,0,0,3190762
13545,41874,4,2,Sales,Bio statistician,IT,M,Others,Doctorate,Chemistry,Mumbai,2016,Chemistry,Mumbai,2012,,,,Pune,Kolkata,1220056,N,Key_Performer,4,0,0,0,1712958
13546,24852,9,1,IT-Software,Analyst,Automobile,N,Research Analyst,Under Grad,,,,,,,,,,Bhubaneswar,Jaipur,968791,N,B,3,5,0,0,1210988
13547,14759,25,4,Others,Business Analyst,Analytics,A,Data Analyst,Under Grad,,,,,,,,,,Bhubaneswar,Mangalore,2326422,Y,Key_Performer,4,7,0,0,3024348
13548,35503,20,3,Analytics/BI,Head,Telecom,G,Network Engineer,Grad,Mathematics,Mumbai,1991,Others,Mumbai,1993,Economics,Delhi,2000,Kanpur,Delhi,2500970,Y,Key_Performer,3,5,1,1,3201241
13549,21630,6,0,Others,Associate,Retail,A,Sr.Manager,PG,Statistics,Surat,2005,Statistics,Surat,2007,Statistics,Delhi,2014,Jaipur,Nagpur,1162980,Y,A,4,5,1,0,1596538
13550,27171,16,14,Top Management,Area Sales Manager,Analytics,E,Others,Under Grad,,,,,,,,,,Chennai,Delhi,2021440,N,B,5,8,2,0,2526800
13551,21140,17,13,HR,Others,BFSI,H,Medical Officer,Grad,Botony,Lucknow,1994,Botony,Lucknow,1996,Botony,Bangalore,2003,Mangalore,Bhubaneswar,2297350,N,C,6,3,0,0,2641952
13552,23297,5,0,Others,Consultant,Aviation,P,Sr.Manager,Doctorate,Others,Bhubaneswar,2007,Botony,Bhubaneswar,2009,Zoology,Mumbai,2015,Delhi,Delhi,1296813,N,D,3,8,0,0,1610641
13553,24811,19,16,Top Management,Others,Training,N,Product Manager,Under Grad,,,,,,,,,,Bangalore,Chennai,1686276,N,Key_Performer,3,1,5,0,2107845
13554,24528,3,0,Banking,Associate,Training,P,Research Analyst,Doctorate,Arts,Bhubaneswar,2009,Arts,Bhubaneswar,2011,Arts,Guwahati,2017,Surat,Lucknow,1240814,N,B,2,7,0,0,1675098
13555,41843,25,8,HR,Bio statistician,Insurance,A,Medical Officer,Grad,Zoology,Surat,1995,Zoology,Surat,2009,,,,Guwahati,Bhubaneswar,2508861,N,D,2,0,0,0,2885190
13556,54089,18,15,Healthcare,Others,Others,E,Manager,Doctorate,Chemistry,Pune,1994,Chemistry,Pune,1996,Chemistry,Nagpur,2002,Bangalore,Guwahati,3792880,Y,Key_Performer,2,8,0,0,5310032
13557,38994,5,2,Analytics/BI,Bio statistician,Retail,I,Data Analyst,Under Grad,,,,,,,,,,Surat,Mumbai,584691,Y,Key_Performer,1,7,2,0,790502
13558,24561,16,5,IT-Software,Financial Analyst,Automobile,D,Software Developer,Doctorate,Economics,Jaipur,1998,Economics,Jaipur,2000,Economics,Bangalore,2004,Kanpur,Surat,2298868,Y,A,2,3,0,0,3218415
13559,36020,22,19,Healthcare,Researcher,FMCG,A,,PG,Sociology,Ahmedabad,1998,,,,,,,Mumbai,Kanpur,3001966,N,A,6,1,1,0,3902555
13560,29996,14,5,Accounts,Business Analyst,Others,P,CA,Under Grad,,,,,,,,,,Kanpur,Delhi,1668723,Y,Key_Performer,4,7,2,0,2169339
13561,11000,23,6,Engineering,CEO,Automobile,L,Consultant,PG,Mathematics,Pune,1988,Mathematics,Pune,1990,Mathematics,Kolkata,1997,Mumbai,Guwahati,3709963,Y,Key_Performer,6,5,4,0,4897151
13562,30067,15,1,Analytics/BI,Data scientist,Analytics,F,Product Manager,PG,Chemistry,Pune,1999,Chemistry,Pune,2001,Chemistry,Lucknow,2005,Nagpur,Mangalore,1697021,Y,Key_Performer,5,8,0,1,2240067
13563,55271,15,11,Top Management,Project Manager,Training,N,,PG,Zoology,Surat,1997,Others,Surat,1999,Zoology,Jaipur,2005,Pune,Kanpur,2235129,N,C,3,5,0,0,2673214
13564,47115,9,4,Engineering,Bio statistician,Others,J,Assistant Manager,Grad,Statistics,Surat,2004,Statistics,Surat,2006,Statistics,Bangalore,2011,Delhi,Pune,1495999,Y,D,3,6,4,0,1761688
13565,49150,21,21,,Project Manager,BFSI,O,HR,PG,Sociology,Surat,1990,Sociology,Surat,1992,Sociology,Mangalore,1999,Bangalore,Pune,3253309,N,D,6,6,1,0,3890957
13566,53630,7,1,Top Management,Senior Analyst,IT,B,CA,PG,Mathematics,Pune,2007,Mathematics,Pune,2009,Mathematics,Lucknow,2013,Kolkata,Pune,1237037,Y,A,5,7,1,0,1698204
13567,10174,12,11,Education,CEO,Others,N,Research Scientist,Under Grad,,,,,,,,,,Bangalore,Bangalore,1399915,N,C,6,1,0,1,1609902
13568,51241,2,1,Analytics/BI,Data scientist,FMCG,A,Manager,Grad,Arts,Kolkata,2018,Arts,Kolkata,2020,,,,Jaipur,Chennai,446125,N,B,1,2,0,1,557656
13569,47239,3,3,HR,Financial Analyst,Analytics,C,Marketing Manager,Grad,Sociology,Surat,2011,Others,Surat,2013,Others,Kolkata,2017,Mangalore,Mumbai,540778,N,C,2,8,0,0,621894
13570,52024,7,0,Education,Principal Analyst,FMCG,M,Consultant,PG,Engineering,Ahmedabad,2007,Engineering,Ahmedabad,2009,Engineering,Jaipur,2013,Pune,Kanpur,1003840,N,D,2,5,1,1,1200592
13571,43733,2,0,Marketing,Bio statistician,Training,O,Assistant Manager,PG,Zoology,Surat,2018,,,,,,,Bhubaneswar,Surat,745616,N,A,2,1,0,0,969300
13572,15563,17,15,Marketing,Analyst,Insurance,O,Research Analyst,Doctorate,Arts,Delhi,1996,Arts,Delhi,1998,Arts,Surat,2003,Kolkata,Kolkata,2935627,N,A,4,5,0,0,3963096
13573,29207,17,10,Banking,Project Manager,Others,H,Product Manager,Under Grad,,,,,,,,,,Bangalore,Kanpur,2295305,Y,D,6,8,3,0,2745184
13574,24923,23,2,HR,Consultant,FMCG,K,Marketing Manager,PG,Zoology,Lucknow,1997,Others,Lucknow,2022,,,,Kolkata,Delhi,3928629,Y,Key_Performer,2,1,1,0,5185790
13575,14845,19,15,Healthcare,Lab Executuve,Others,B,Sr.Manager,Under Grad,,,,,,,,,,Ahmedabad,Delhi,2351526,N,B,5,4,2,0,2939407
13576,44802,25,11,Banking,Others,Retail,K,Others,Under Grad,,,,,,,,,,Chennai,Kolkata,1608904,N,A,2,3,0,0,2011130
13577,21382,4,0,Engineering,Scientist,Insurance,J,Manager,PG,Botony,Ahmedabad,2007,Botony,Ahmedabad,2009,Botony,Kolkata,2016,Mumbai,Nagpur,991025,N,D,5,3,1,0,1185265
13578,10783,13,6,IT-Software,Others,Analytics,O,Web Designer,PG,Mathematics,Nagpur,2001,Mathematics,Nagpur,2003,Others,Kolkata,2007,Kolkata,Bhubaneswar,1930523,Y,C,3,5,1,0,2344427
13579,39647,13,6,HR,Senior Researcher,IT,O,,Under Grad,,,,,,,,,,Lucknow,Pune,1639581,N,A,6,4,1,0,2049476
13580,16324,9,1,Accounts,Others,Telecom,M,Others,Under Grad,,,,,,,,,,Bangalore,Chennai,1088980,N,A,3,3,1,0,1361225
13581,45659,9,6,Healthcare,Principal Analyst,FMCG,A,Research Analyst,Doctorate,Chemistry,Bangalore,2005,Chemistry,Bangalore,2007,Chemistry,Mumbai,2011,Kolkata,Ahmedabad,1645812,Y,Key_Performer,4,6,0,1,2304136
13582,30318,2,1,Engineering,Analyst,IT,G,HR,Doctorate,Sociology,Lucknow,2018,Sociology,Lucknow,2017,,,,Chennai,Guwahati,755527,N,B,2,1,0,0,944408
13583,54794,14,5,Top Management,Sr. Business Analyst,Retail,A,Assistant Manager,Under Grad,,,,,,,,,,Chennai,Bhubaneswar,1307021,N,A,5,0,3,0,1633776
13584,53453,22,4,Top Management,Project Manager,IT,A,Sr.Manager,Grad,Chemistry,Bangalore,1992,Chemistry,Bangalore,1994,Chemistry,Bangalore,1998,Pune,Mangalore,2522766,Y,Key_Performer,4,8,0,0,3229140
13585,50926,10,3,Healthcare,Project Manager,IT,C,Research Analyst,Grad,Statistics,Delhi,2002,Statistics,Delhi,2004,Statistics,Nagpur,2010,Guwahati,Mangalore,1812051,Y,D,1,6,3,0,2133871
13586,41016,24,3,Top Management,Scientist,Insurance,H,Marketing Manager,PG,Others,Mumbai,1996,Arts,Mumbai,2017,,,,Bangalore,Nagpur,3346858,N,C,6,2,2,1,4002842
13587,46427,4,4,Education,Consultant,Telecom,K,HR,Under Grad,,,,,,,,,,Bhubaneswar,Nagpur,613308,N,D,3,5,0,0,705304
13588,36426,18,18,Sales,Team Lead,Telecom,H,Others,Doctorate,Chemistry,Kolkata,1993,Chemistry,Kolkata,1995,Chemistry,Delhi,2002,Pune,Guwahati,3722982,Y,D,5,3,0,0,4795200
13589,45501,14,3,Accounts,Sales Manager,Others,E,Network Engineer,Grad,Economics,Guwahati,1997,Others,Guwahati,1999,Engineering,Guwahati,2006,Lucknow,Mangalore,2026268,N,D,6,8,3,0,2330208
13590,57548,15,6,Analytics/BI,Head,IT,J,Consultant,PG,Engineering,Mumbai,2005,Engineering,Mumbai,2019,,,,Lucknow,Jaipur,1410769,N,B,2,1,1,0,1833999
13591,54098,21,17,Others,Scientist,Analytics,K,Product Manager,Doctorate,Statistics,Bhubaneswar,1991,Statistics,Bhubaneswar,1993,Statistics,Delhi,1999,Chennai,Ahmedabad,2860050,Y,Key_Performer,4,4,0,1,4004070
13592,30798,25,19,Healthcare,Project Manager,Aviation,B,,Doctorate,Sociology,Jaipur,1989,Sociology,Jaipur,1991,Sociology,Lucknow,1995,Surat,Lucknow,2647530,N,A,3,6,0,0,3574165
13593,17392,24,5,Banking,Financial Analyst,BFSI,K,Manager,PG,Mathematics,Surat,1989,Mathematics,Surat,1991,Mathematics,Ahmedabad,1996,Delhi,Mangalore,3294031,Y,B,2,7,3,0,4348120
13594,54934,16,15,Engineering,Analyst,Insurance,J,Manager,Grad,Sociology,Jaipur,1998,Sociology,Jaipur,2000,Sociology,Lucknow,2004,Surat,Bangalore,2513022,N,B,3,4,0,0,3141277
13595,10371,14,8,Banking,Team Lead,Insurance,C,Others,Doctorate,Zoology,Lucknow,1997,Zoology,Lucknow,1999,Zoology,Lucknow,2006,Kanpur,Kolkata,1902792,N,D,5,3,0,0,2363267
13596,48295,1,0,Others,Bio statistician,Training,G,Research Analyst,PG,Zoology,Mumbai,2011,Zoology,Mumbai,2013,Others,Bangalore,2019,Ahmedabad,Chennai,465397,N,D,1,3,2,0,556614
13597,11983,21,13,HR,Team Lead,BFSI,K,Medical Officer,Under Grad,,,,,,,,,,Chennai,Bhubaneswar,2425844,Y,C,3,8,5,0,2901309
13598,44223,18,10,Others,Team Lead,Training,H,Data Analyst,Grad,Engineering,Surat,2002,Engineering,Surat,2009,,,,Bangalore,Kanpur,2339364,N,C,3,0,2,0,2690268
13599,44600,9,2,,Bio statistician,BFSI,E,Assistant Manager,PG,Psychology,Pune,2002,Psychology,Pune,2004,Psychology,Bangalore,2011,Nagpur,Chennai,1035755,N,C,2,6,1,0,1238762
13600,24867,12,9,Banking,Sales Manager,Aviation,F,,Under Grad,,,,,,,,,,Guwahati,Ahmedabad,1644482,N,D,5,3,1,0,1891154
13601,50752,21,17,Analytics/BI,Others,Automobile,E,,Under Grad,,,,,,,,,,Nagpur,Guwahati,2132751,N,A,6,6,1,0,2665938
13602,47803,16,4,Sales,Consultant,Training,G,Consultant,Doctorate,Economics,Delhi,1996,Economics,Delhi,1998,Economics,Bhubaneswar,2004,Pune,Nagpur,3878654,N,D,5,3,0,0,4817288
13603,39199,2,2,Engineering,Scientist,IT,C,Data Analyst,Grad,Arts,Pune,2010,Others,Pune,2012,Zoology,Pune,2018,Bangalore,Ahmedabad,553633,N,A,1,8,1,0,692041
13604,46964,2,2,Education,Analyst,Insurance,H,Others,Doctorate,Psychology,Ahmedabad,2018,,,,,,,Bhubaneswar,Guwahati,806083,N,A,1,0,0,0,1007603
13605,59556,21,11,IT-Software,Project Manager,Automobile,K,Product Manager,Grad,Mathematics,Mumbai,1991,Mathematics,Mumbai,1993,Mathematics,Surat,1999,Mumbai,Jaipur,2593353,Y,D,4,3,0,0,3053932
13606,33884,22,1,Healthcare,Team Lead,Retail,M,Assistant Manager,Grad,Engineering,Nagpur,1998,Engineering,Nagpur,2022,,,,Chennai,Kanpur,2493301,Y,Key_Performer,6,1,4,0,3191425
13607,33226,12,11,Top Management,Consultant,Retail,H,,Grad,Sociology,Kolkata,1999,Sociology,Kolkata,2001,Sociology,Kolkata,2008,Chennai,Surat,1939078,N,A,5,5,0,0,2423847
13608,16249,11,7,Healthcare,Head,Training,N,Sr.Manager,Doctorate,Zoology,Bhubaneswar,2009,,,,,,,Kolkata,Mangalore,2047120,N,D,4,1,0,0,2542523
13609,30943,2,1,Marketing,Financial Analyst,Training,F,Manager,Under Grad,,,,,,,,,,Jaipur,Delhi,482200,N,B,2,1,0,0,602750
13610,30037,15,2,Others,Bio statistician,BFSI,O,Sr.Manager,Doctorate,Mathematics,Kolkata,1997,Mathematics,Kolkata,1999,Mathematics,Delhi,2005,Kanpur,Bangalore,1895951,N,D,3,3,0,0,2354771
13611,30068,18,2,Analytics/BI,Financial Analyst,IT,F,Data Analyst,Grad,Others,Mumbai,1996,Statistics,Mumbai,1998,Chemistry,Mangalore,2002,Bhubaneswar,Kolkata,2542526,N,D,6,8,4,0,2923904
13612,38329,25,6,HR,Analyst,Others,N,Web Designer,PG,Engineering,Bangalore,1986,Engineering,Bangalore,1988,Engineering,Jaipur,1995,Mangalore,Bangalore,3423162,N,B,6,8,1,0,4450110
13613,44764,21,13,Banking,Senior Researcher,Training,K,,Under Grad,,,,,,,,,,Bangalore,Surat,2263909,N,B,2,1,2,0,2829886
13614,59022,3,1,HR,Business Analyst,Retail,A,HR,Under Grad,,,,,,,,,,Lucknow,Surat,527670,Y,C,3,7,0,0,631093
13615,30344,10,4,Top Management,Senior Researcher,Insurance,A,Others,Under Grad,,,,,,,,,,Pune,Delhi,1232457,Y,Key_Performer,1,7,3,0,1602194
13616,42833,17,12,,Others,Others,G,Manager,Grad,Arts,Lucknow,1997,Arts,Lucknow,1999,Arts,Bhubaneswar,2003,Delhi,Delhi,2447772,N,A,4,7,0,0,3059715
13617,18773,25,4,HR,Sales Execituve,FMCG,P,,Doctorate,Zoology,Guwahati,1986,Zoology,Guwahati,1988,Zoology,Lucknow,1995,Surat,Ahmedabad,3136654,N,A,3,4,0,0,4234482
13618,58043,25,12,Education,Financial Analyst,Telecom,A,Web Designer,Under Grad,,,,,,,,,,Delhi,Jaipur,1688795,N,D,6,2,4,0,1942114
13619,25847,6,5,Education,Sales Manager,Automobile,P,Marketing Manager,Doctorate,Mathematics,Surat,2007,Mathematics,Surat,2009,Mathematics,Mumbai,2014,Kanpur,Pune,1913407,Y,B,5,8,0,0,2678769
13620,59510,24,21,Banking,Bio statistician,Automobile,P,,Doctorate,Arts,Mangalore,1987,Arts,Mangalore,1989,Arts,Mangalore,1996,Ahmedabad,Lucknow,3913275,N,D,5,5,0,0,4860287
13621,49666,3,0,Sales,Associate,Others,I,Web Designer,PG,Engineering,Bangalore,2011,Engineering,Bangalore,2013,Engineering,Mumbai,2017,Bangalore,Kolkata,702453,N,D,2,4,3,0,840133
13622,15947,13,2,HR,Scientist,Others,J,HR,PG,Economics,Mumbai,1999,Economics,Mumbai,2001,Economics,Lucknow,2007,Mumbai,Kolkata,1767481,Y,Key_Performer,3,6,2,1,2333074
13623,46724,9,0,HR,Consultant,FMCG,F,Consultant,PG,Mathematics,Ahmedabad,2003,Mathematics,Ahmedabad,2005,Mathematics,Guwahati,2011,Nagpur,Pune,1379605,Y,C,5,8,1,0,1675392
13624,27717,23,3,Marketing,Business Analyst,Automobile,M,CA,Doctorate,Engineering,Ahmedabad,1989,Engineering,Ahmedabad,1991,Engineering,Mangalore,1997,Bhubaneswar,Surat,3808049,Y,A,4,5,0,0,5331268
13625,50063,23,10,Banking,Sales Manager,Telecom,E,Others,Doctorate,Mathematics,Pune,1989,Mathematics,Pune,1991,Mathematics,Ahmedabad,1997,Mangalore,Ahmedabad,2712701,Y,B,5,6,0,0,3797781
13626,16881,8,0,Analytics/BI,Scientist,Others,P,Others,Doctorate,Chemistry,Ahmedabad,2012,Chemistry,Ahmedabad,2014,,,,Lucknow,Ahmedabad,1839265,Y,A,6,2,0,0,2677969
13627,52205,2,0,Marketing,Bio statistician,Others,B,Software Developer,Grad,Chemistry,Kolkata,2018,Chemistry,Kolkata,2015,,,,Delhi,Nagpur,435014,N,B,2,0,1,0,543767
13628,32507,5,5,HR,Scientist,IT,I,Marketing Manager,Doctorate,Botony,Delhi,2008,Botony,Delhi,2010,Botony,Jaipur,2015,Ahmedabad,Pune,1125265,N,B,3,5,0,1,1519107
13629,19841,22,21,,Senior Researcher,Others,P,Research Analyst,PG,Psychology,Nagpur,1989,Psychology,Nagpur,1991,Psychology,Ahmedabad,1998,Ahmedabad,Lucknow,3190900,N,D,2,7,2,0,3816316
13630,48302,12,9,Sales,Bio statistician,BFSI,B,Manager,Grad,Others,Mangalore,2001,Mathematics,Mangalore,2003,Mathematics,Bhubaneswar,2008,Bangalore,Mumbai,2036193,Y,C,6,7,0,0,2397820
13631,13242,12,5,Others,Analyst,Insurance,L,Product Manager,Under Grad,,,,,,,,,,Kolkata,Bhubaneswar,1238712,N,B,4,6,1,0,1548390
13632,33214,15,5,HR,Sales Manager,Training,N,,Under Grad,,,,,,,,,,Kolkata,Lucknow,2252824,N,A,4,0,0,0,2816030
13633,27833,18,17,Analytics/BI,Head,Retail,I,Network Engineer,Under Grad,,,,,,,,,,Mumbai,Mumbai,2009421,Y,Key_Performer,3,4,4,1,2612247
13634,40298,19,12,Others,Senior Researcher,Analytics,C,Data Analyst,Under Grad,,,,,,,,,,Delhi,Ahmedabad,2198622,N,D,4,0,1,0,2528415
13635,49472,3,2,,Associate,BFSI,J,,Grad,Psychology,Delhi,2017,Psychology,Delhi,2021,,,,Mangalore,Jaipur,544277,N,B,3,1,0,0,680346
13636,54585,12,11,Marketing,Bio statistician,Insurance,K,,Doctorate,Arts,Surat,2002,Arts,Surat,2004,Arts,Ahmedabad,2008,Lucknow,Mumbai,2495783,Y,Key_Performer,2,5,0,0,3494096
13637,41211,22,6,Top Management,Bio statistician,Insurance,A,HR,PG,Psychology,Delhi,1998,Psychology,Delhi,2011,,,,Mumbai,Guwahati,3390534,N,B,5,2,0,0,4407694
13638,54595,13,1,Analytics/BI,Analyst,Telecom,B,Director,Grad,Economics,Jaipur,1999,Economics,Jaipur,2001,Others,Jaipur,2007,Lucknow,Mumbai,1827542,N,B,6,6,0,0,2284427
13639,50191,9,7,Top Management,Financial Analyst,Aviation,J,Consultant,PG,Mathematics,Nagpur,2011,Mathematics,Nagpur,2021,,,,Bangalore,Bangalore,1200926,N,Key_Performer,3,2,2,0,1561203
13640,47641,20,7,Accounts,Business Analyst,Aviation,G,Marketing Manager,Doctorate,Mathematics,Nagpur,1992,Mathematics,Nagpur,1994,Mathematics,Lucknow,2000,Mumbai,Bangalore,2925829,N,C,5,6,0,0,3633879
13641,47084,19,18,Top Management,Consultant,Retail,B,Web Designer,Under Grad,,,,,,,,,,Mangalore,Guwahati,2399983,N,C,5,2,1,0,2759980
13642,44690,12,8,Education,Team Lead,Retail,D,Director,Doctorate,Others,Surat,2000,Economics,Surat,2002,Mathematics,Ahmedabad,2008,Mumbai,Nagpur,1745147,Y,Key_Performer,6,8,0,0,2443205
13643,51482,19,5,Engineering,Consultant,Others,E,Assistant Manager,Doctorate,Botony,Ahmedabad,1995,Botony,Ahmedabad,1997,Botony,Bangalore,2001,Jaipur,Chennai,3259153,Y,Key_Performer,5,6,0,0,4562814
13644,49545,24,17,Top Management,Bio statistician,BFSI,J,Director,Under Grad,,,,,,,,,,Bangalore,Bangalore,2363614,Y,B,2,3,0,0,3072698
13645,36686,11,5,Healthcare,Bio statistician,Others,H,Sr.Manager,Under Grad,,,,,,,,,,Mumbai,Mangalore,1484431,N,C,6,5,2,0,1707095
13646,56975,6,1,,Consultant,BFSI,D,,Grad,Psychology,Guwahati,2014,Others,Guwahati,2013,,,,Lucknow,Lucknow,930248,N,A,3,2,0,0,1209322
13647,44217,15,11,Education,Head,FMCG,J,,Grad,Arts,Mangalore,2005,Arts,Mangalore,2011,,,,Pune,Lucknow,1579078,N,A,3,0,0,0,1973847
13648,12799,21,3,IT-Software,Analyst,Telecom,B,Research Analyst,Grad,Economics,Delhi,1993,Economics,Delhi,1995,Economics,Bangalore,1999,Mangalore,Chennai,2773207,N,B,6,6,1,0,3466508
13649,37887,18,10,,Team Lead,Automobile,K,,PG,Arts,Delhi,2002,Arts,Delhi,2017,,,,Mangalore,Lucknow,3242829,N,A,2,1,1,0,4215677
13650,42538,0,0,NA,NA,NA,NA,NA,Grad,Mathematics,Guwahati,2012,Mathematics,Guwahati,2014,Mathematics,Mangalore,2020,Mumbai,Mangalore,0,N,NA,0,4,0,0,646444
13651,10633,20,3,HR,Analyst,BFSI,B,Research Analyst,Under Grad,,,,,,,,,,Delhi,Mumbai,1654481,N,B,5,6,0,0,2068101
13652,47346,2,2,Education,Financial Analyst,Telecom,D,Manager,Under Grad,,,,,,,,,,Bhubaneswar,Nagpur,566767,N,D,3,7,0,0,651782
13653,21557,12,8,Accounts,Financial Analyst,Retail,K,Others,PG,Engineering,Kolkata,2002,Engineering,Kolkata,2004,Engineering,Jaipur,2008,Bangalore,Kolkata,1765067,Y,A,2,8,0,0,2329888
13654,54999,25,6,,Head,Analytics,L,Consultant,Grad,Arts,Jaipur,1995,,,,,,,Bangalore,Nagpur,2458007,N,A,3,0,0,0,3072508
13655,21542,2,0,Education,Team Lead,Automobile,J,Software Developer,Doctorate,Mathematics,Bhubaneswar,2011,Mathematics,Bhubaneswar,2013,Mathematics,Bhubaneswar,2018,Surat,Delhi,642052,Y,C,3,3,0,0,826962
13656,32371,9,1,Engineering,Senior Researcher,Insurance,G,Manager,Under Grad,,,,,,,,,,Nagpur,Kolkata,1393672,N,B,2,6,2,0,1742090
13657,10188,7,7,HR,Team Lead,Aviation,K,,Doctorate,Botony,Kolkata,2013,Botony,Kolkata,2018,,,,Mangalore,Bangalore,1772237,N,A,1,2,0,0,2488220
13658,43849,12,9,Analytics/BI,Business Analyst,Training,O,Sr.Manager,PG,Sociology,Surat,1999,Sociology,Surat,2001,Sociology,Jaipur,2008,Bangalore,Surat,2055915,N,C,4,5,0,0,2458874
13659,48754,11,3,Engineering,Sales Manager,Training,I,Marketing Manager,Grad,Mathematics,Bhubaneswar,2001,Mathematics,Bhubaneswar,2003,Mathematics,Mangalore,2009,Jaipur,Nagpur,1819295,N,C,6,8,0,0,2092189
13660,59118,12,6,Sales,Bio statistician,Analytics,G,,Doctorate,Botony,Ahmedabad,2002,Botony,Ahmedabad,2004,Botony,Surat,2008,Bhubaneswar,Kolkata,1580505,N,D,4,5,0,0,1962987
